# id|reference|correct answer;three distractors|en|ml|de|fr|it|es|fil
solomon-temple|1 Kings 6:1|Solomon;David;Saul;Josiah|Which king began building the Lord's temple in the fourth year of his reign?|തന്റെ ഭരണത്തിന്റെ നാലാം വർഷം യഹോവയുടെ ആലയം പണിയാൻ തുടങ്ങിയ രാജാവ് ആര്?|Welcher König begann im vierten Jahr seiner Herrschaft den Tempel des Herrn zu bauen?|Quel roi a commencé à bâtir le temple du Seigneur la quatrième année de son règne ?|Quale re iniziò a costruire il tempio del Signore nel quarto anno del suo regno?|¿Qué rey comenzó a construir el templo del Señor en el cuarto año de su reinado?|Sinong hari ang nagsimulang magtayo ng templo ng Panginoon sa ikaapat na taon ng kanyang paghahari?
elijah-fed|1 Kings 17:6|Ravens;Doves;Eagles;Sparrows|Which birds brought Elijah bread and meat by the brook?|തോട്ടിനരികിൽ ഏലിയാവിന് അപ്പവും മാംസവും കൊണ്ടുവന്ന പക്ഷികൾ ഏത്?|Welche Vögel brachten Elia am Bach Brot und Fleisch?|Quels oiseaux apportaient du pain et de la viande à Élie près du torrent ?|Quali uccelli portavano pane e carne a Elia presso il torrente?|¿Qué aves llevaban pan y carne a Elías junto al arroyo?|Anong mga ibon ang nagdadala ng tinapay at karne kay Elias sa tabi ng batis?
elijah-widow-town|1 Kings 17:9|Zarephath;Jericho;Bethlehem;Nazareth|To which town did God send Elijah to be supplied with food by a widow?|ഒരു വിധവയുടെ സഹായം ലഭിക്കാൻ ദൈവം ഏലിയാവിനെ ഏതു പട്ടണത്തിലേക്ക് അയച്ചു?|In welche Stadt sandte Gott Elia, damit eine Witwe ihn versorgte?|Dans quelle ville Dieu a-t-il envoyé Élie pour qu’une veuve le nourrisse ?|In quale città Dio mandò Elia perché una vedova lo nutrisse?|¿A qué ciudad envió Dios a Elías para que una viuda lo alimentara?|Saang bayan isinugo ng Diyos si Elias upang pakainin siya ng isang biyuda?
elijah-carmel|1 Kings 18:20|Carmel;Sinai;Ararat;Zion|On which mountain did Ahab gather the prophets to meet Elijah?|ഏലിയാവിനെ കാണാൻ ആഹാബ് പ്രവാചകന്മാരെ ഏതു മലയിൽ കൂട്ടിവരുത്തി?|Auf welchem Berg versammelte Ahab die Propheten, um Elia zu begegnen?|Sur quelle montagne Achab a-t-il rassemblé les prophètes pour rencontrer Élie ?|Su quale monte Acab radunò i profeti per incontrare Elia?|¿En qué monte reunió Acab a los profetas para encontrarse con Elías?|Saang bundok tinipon ni Ahab ang mga propeta upang makaharap si Elias?
elijah-successor|2 Kings 2:15|Elisha;Isaiah;Jeremiah;Daniel|On whom did the prophets say the spirit of Elijah rested?|ഏലിയാവിന്റെ ആത്മാവ് ആരുടെ മേൽ അധിവസിക്കുന്നു എന്നാണ് പ്രവാചകന്മാർ പറഞ്ഞത്?|Auf wem ruhte nach den Worten der Propheten der Geist Elias?|Sur qui, selon les prophètes, l’esprit d’Élie reposait-il ?|Su chi, secondo i profeti, si era posato lo spirito di Elia?|¿Sobre quién dijeron los profetas que reposaba el espíritu de Elías?|Kanino sinabi ng mga propeta na sumasa kaniya ang espiritu ni Elias?
naaman-river|2 Kings 5:14|Jordan;Nile;Euphrates;Tigris|In which river did Naaman wash and become clean?|നയമാൻ ഏതു നദിയിൽ കുളിച്ചാണ് ശുദ്ധനായത്?|In welchem Fluss wusch sich Naaman und wurde rein?|Dans quel fleuve Naaman s’est-il lavé et a-t-il été purifié ?|In quale fiume si lavò Naaman e fu purificato?|¿En qué río se lavó Naamán y quedó limpio?|Saang ilog naligo si Naaman at luminis?
naaman-dips|2 Kings 5:14|7;3;5;10|How many times did Naaman dip himself in the Jordan?|നയമാൻ യോർദ്ദാനിൽ എത്ര പ്രാവശ്യം മുങ്ങി?|Wie oft tauchte Naaman im Jordan unter?|Combien de fois Naaman s’est-il plongé dans le Jourdain ?|Quante volte Naaman si immerse nel Giordano?|¿Cuántas veces se sumergió Naamán en el Jordán?|Ilang beses lumubog si Naaman sa Jordan?
josiah-age|2 Kings 22:1|8;12;20;30|How old was Josiah when he became king?|യോശീയാവ് രാജാവായപ്പോൾ എത്ര വയസ്സായിരുന്നു?|Wie alt war Josia, als er König wurde?|Quel âge avait Josias lorsqu’il est devenu roi ?|Quanti anni aveva Giosia quando divenne re?|¿Cuántos años tenía Josías cuando comenzó a reinar?|Ilang taon si Josias nang siya ay maging hari?
esther-raised|Esther 2:7|Mordecai;Daniel;Ezra;Nehemiah|Who raised Esther after her parents died?|മാതാപിതാക്കളുടെ മരണശേഷം എസ്ഥേരിനെ വളർത്തിയതാര്?|Wer zog Ester nach dem Tod ihrer Eltern auf?|Qui a élevé Esther après la mort de ses parents ?|Chi allevò Ester dopo la morte dei suoi genitori?|¿Quién crió a Ester después de la muerte de sus padres?|Sino ang nagpalaki kay Ester nang mamatay ang kanyang mga magulang?
job-friends|Job 2:11|3;2;7;12|How many friends came together to comfort Job in Job 2:11?|ഇയ്യോബ് 2:11-ൽ അവനെ ആശ്വസിപ്പിക്കാൻ എത്ര സുഹൃത്തുക്കൾ ഒന്നിച്ചുവന്നു?|Wie viele Freunde kamen in Hiob 2,11 zusammen, um Hiob zu trösten?|Combien d’amis se sont réunis pour consoler Job en Job 2:11 ?|Quanti amici si riunirono per consolare Giobbe in Giobbe 2:11?|¿Cuántos amigos se reunieron para consolar a Job en Job 2:11?|Ilang kaibigan ang nagtipon upang aliwin si Job sa Job 2:11?
jonah-city|Jonah 1:2|Nineveh;Jericho;Bethlehem;Nazareth|To which city did God first command Jonah to go?|ആദ്യം ഏതു പട്ടണത്തിലേക്ക് പോകാനാണ് ദൈവം യോനായോട് കല്പിച്ചത്?|In welche Stadt sollte Jona nach Gottes erstem Auftrag gehen?|Dans quelle ville Dieu a-t-il d’abord ordonné à Jonas d’aller ?|In quale città Dio ordinò inizialmente a Giona di andare?|¿A qué ciudad mandó Dios ir a Jonás al principio?|Saang lungsod unang inutusan ng Diyos si Jonas na pumunta?
jonah-days|Jonah 1:17|3;7;12;40|How many days and nights was Jonah inside the great fish?|വലിയ മത്സ്യത്തിന്റെ ഉള്ളിൽ യോനാ എത്ര രാവും പകലും ഉണ്ടായിരുന്നു?|Wie viele Tage und Nächte war Jona im großen Fisch?|Combien de jours et de nuits Jonas est-il resté dans le grand poisson ?|Quanti giorni e notti rimase Giona nel grande pesce?|¿Cuántos días y noches estuvo Jonás dentro del gran pez?|Ilang araw at gabi si Jonas sa loob ng malaking isda?
gabriel-mary|Luke 1:26-27|Gabriel;Michael;Raphael;Uriel|Which angel was sent to Mary in Nazareth?|നസറായത്തിലെ മറിയത്തിന്റെ അടുക്കൽ അയയ്ക്കപ്പെട്ട ദൂതൻ ആര്?|Welcher Engel wurde zu Maria nach Nazareth gesandt?|Quel ange a été envoyé à Marie à Nazareth ?|Quale angelo fu mandato a Maria a Nazaret?|¿Qué ángel fue enviado a María en Nazaret?|Sinong anghel ang isinugo kay Maria sa Nazaret?
john-father|Luke 1:13|Zechariah;Joseph;Zebedee;Simeon|Who was the father of John the Baptist?|യോഹന്നാൻ സ്നാപകന്റെ പിതാവ് ആര്?|Wer war der Vater von Johannes dem Täufer?|Qui était le père de Jean-Baptiste ?|Chi era il padre di Giovanni Battista?|¿Quién fue el padre de Juan el Bautista?|Sino ang ama ni Juan Bautista?
john-mother|Luke 1:13|Elizabeth;Mary;Anna;Martha|Who was the mother of John the Baptist?|യോഹന്നാൻ സ്നാപകന്റെ അമ്മ ആര്?|Wer war die Mutter von Johannes dem Täufer?|Qui était la mère de Jean-Baptiste ?|Chi era la madre di Giovanni Battista?|¿Quién fue la madre de Juan el Bautista?|Sino ang ina ni Juan Bautista?
simeon-temple|Luke 2:25-28|Simeon;Zechariah;Joseph;Zebedee|Who took the child Jesus in his arms and praised God in the temple?|ദൈവാലയത്തിൽ യേശു കുഞ്ഞിനെ കൈയിലെടുത്ത് ദൈവത്തെ സ്തുതിച്ചതാര്?|Wer nahm das Jesuskind im Tempel auf die Arme und lobte Gott?|Qui a pris l’enfant Jésus dans ses bras au temple et a loué Dieu ?|Chi prese in braccio il bambino Gesù nel tempio e lodò Dio?|¿Quién tomó al niño Jesús en sus brazos en el templo y alabó a Dios?|Sino ang kumarga sa batang si Jesus at nagpuri sa Diyos sa templo?
anna-prophetess|Luke 2:36|Anna;Elizabeth;Mary;Martha|Which prophetess in the temple was the daughter of Phanuel?|ദൈവാലയത്തിലുണ്ടായിരുന്ന ഫനൂവേലിന്റെ മകളായ പ്രവാചകി ആര്?|Welche Prophetin im Tempel war Phanuëls Tochter?|Quelle prophétesse du temple était la fille de Phanuel ?|Quale profetessa del tempio era figlia di Fanuel?|¿Qué profetisa del templo era hija de Fanuel?|Sinong propetisa sa templo ang anak ni Fanuel?
jesus-age-temple|Luke 2:42|12;7;18;30|How old was Jesus when His family went to Jerusalem for the feast in Luke 2:42?|ലൂക്കൊസ് 2:42-ൽ പെരുന്നാളിന് യെരൂശലേമിൽ പോയപ്പോൾ യേശുവിന് എത്ര വയസ്സായിരുന്നു?|Wie alt war Jesus beim Festbesuch seiner Familie in Jerusalem in Lukas 2,42?|Quel âge avait Jésus lors du voyage de sa famille à Jérusalem pour la fête en Luc 2:42 ?|Quanti anni aveva Gesù quando la sua famiglia andò a Gerusalemme per la festa in Luca 2:42?|¿Cuántos años tenía Jesús cuando su familia fue a Jerusalén para la fiesta en Lucas 2:42?|Ilang taon si Jesus nang pumunta ang kanyang pamilya sa Jerusalem para sa pista sa Lucas 2:42?
jesus-fast|Luke 4:2|40;7;12;30|For how many days was Jesus tempted in the wilderness while eating nothing?|ഒന്നും ഭക്ഷിക്കാതെ മരുഭൂമിയിൽ യേശു എത്ര ദിവസം പരീക്ഷിക്കപ്പെട്ടു?|Wie viele Tage wurde Jesus in der Wüste versucht, während er nichts aß?|Pendant combien de jours Jésus a-t-il été tenté au désert sans rien manger ?|Per quanti giorni Gesù fu tentato nel deserto senza mangiare nulla?|¿Durante cuántos días fue tentado Jesús en el desierto sin comer nada?|Ilang araw tinukso si Jesus sa ilang habang hindi kumakain?
matthew-tax|Matthew 9:9|Matthew;Peter;Thomas;Andrew|Who was sitting at the tax booth when Jesus said, “Follow Me”?|യേശു “എന്നെ അനുഗമിക്ക” എന്നു പറഞ്ഞപ്പോൾ ചുങ്കസ്ഥലത്ത് ഇരുന്നവൻ ആര്?|Wer saß am Zoll, als Jesus sagte: „Folge mir nach“?|Qui était assis au bureau des impôts lorsque Jésus lui a dit de le suivre ?|Chi era seduto al banco delle imposte quando Gesù gli disse di seguirlo?|¿Quién estaba sentado al banco de los impuestos cuando Jesús le dijo que lo siguiera?|Sino ang nakaupo sa tanggapan ng buwis nang sabihin ni Jesus na sumunod sa Kanya?
zebedee-sons|Matthew 4:21|Zebedee;Zechariah;Joseph;Simeon|Who was the father of the brothers James and John?|യാക്കോബും യോഹന്നാനും എന്ന സഹോദരന്മാരുടെ പിതാവ് ആര്?|Wer war der Vater der Brüder Jakobus und Johannes?|Qui était le père des frères Jacques et Jean ?|Chi era il padre dei fratelli Giacomo e Giovanni?|¿Quién fue el padre de los hermanos Santiago y Juan?|Sino ang ama ng magkapatid na Santiago at Juan?
mary-listens|Luke 10:39|Mary;Martha;Elizabeth;Anna|Which sister sat at Jesus' feet and listened to His teaching?|യേശുവിന്റെ കാൽക്കൽ ഇരുന്ന് ഉപദേശം കേട്ട സഹോദരി ആര്?|Welche Schwester saß zu Jesu Füßen und hörte ihm zu?|Quelle sœur s’est assise aux pieds de Jésus pour écouter son enseignement ?|Quale sorella si sedette ai piedi di Gesù per ascoltare il suo insegnamento?|¿Qué hermana se sentó a los pies de Jesús para escuchar su enseñanza?|Sinong kapatid na babae ang naupo sa paanan ni Jesus at nakinig sa Kanyang turo?
jacob-well|John 4:6|Jacob;Abraham;Isaac;Joseph|Whose well was beside the place where Jesus sat, tired from His journey?|യാത്രചെയ്തു ക്ഷീണിച്ച യേശു ഇരുന്ന സ്ഥലത്തുണ്ടായിരുന്ന കിണർ ആരുടേത്?|Wessen Brunnen lag dort, wo Jesus sich müde von der Reise niederließ?|À qui appartenait le puits près duquel Jésus s’est assis, fatigué du voyage ?|Di chi era il pozzo presso cui Gesù si sedette, stanco del viaggio?|¿De quién era el pozo junto al cual se sentó Jesús, cansado del viaje?|Kaninong balon ang nasa lugar na inuupuan ni Jesus matapos mapagod sa paglalakbay?
sychar-town|John 4:5|Sychar;Bethlehem;Nazareth;Jericho|Which Samaritan town did Jesus reach before meeting the woman at the well?|കിണറ്റിനരികിലെ സ്ത്രീയെ കാണുന്നതിനുമുമ്പ് യേശു എത്തിയ ശമര്യയിലെ പട്ടണം ഏത്?|Welche Stadt in Samarien erreichte Jesus vor der Begegnung mit der Frau am Brunnen?|Dans quelle ville de Samarie Jésus est-il arrivé avant de rencontrer la femme au puits ?|In quale città della Samaria arrivò Gesù prima di incontrare la donna al pozzo?|¿A qué ciudad de Samaria llegó Jesús antes de encontrarse con la mujer junto al pozo?|Saang bayan ng Samaria dumating si Jesus bago Niya nakilala ang babae sa balon?
bethesda-years|John 5:5|38;12;18;40|How many years had the man at the pool been ill in John 5:5?|യോഹന്നാൻ 5:5-ൽ കുളത്തിനരികിലെ മനുഷ്യൻ എത്ര വർഷമായി രോഗിയായിരുന്നു?|Wie viele Jahre war der Mann am Teich in Johannes 5,5 krank gewesen?|Depuis combien d’années l’homme près de la piscine était-il malade en Jean 5:5 ?|Da quanti anni era malato l’uomo presso la piscina in Giovanni 5:5?|¿Cuántos años llevaba enfermo el hombre junto al estanque en Juan 5:5?|Ilang taon nang may sakit ang lalaki sa tabi ng tipunan ng tubig sa Juan 5:5?
siloam-pool|John 9:7|Siloam;Bethesda;Jordan;Nile|To which pool did Jesus send the man born blind to wash?|ജന്മനാ അന്ധനായ മനുഷ്യനോട് ഏതു കുളത്തിൽ കഴുകാനാണ് യേശു പറഞ്ഞത്?|Zu welchem Teich sandte Jesus den blind geborenen Mann, um sich zu waschen?|À quelle piscine Jésus a-t-il envoyé l’aveugle de naissance pour se laver ?|A quale piscina Gesù mandò l’uomo cieco dalla nascita a lavarsi?|¿A qué estanque envió Jesús al ciego de nacimiento para lavarse?|Saang tipunan ng tubig pinapaghugas ni Jesus ang lalaking ipinanganak na bulag?
bartimaeus-father|Mark 10:46|Timaeus;Zebedee;Zechariah;Joseph|Who was the father of blind Bartimaeus?|അന്ധനായ ബർത്തിമായിയുടെ പിതാവ് ആര്?|Wer war der Vater des blinden Bartimäus?|Qui était le père de l’aveugle Bartimée ?|Chi era il padre del cieco Bartimeo?|¿Quién fue el padre del ciego Bartimeo?|Sino ang ama ng bulag na si Bartimeo?
feeding-baskets|Matthew 14:20|12;5;7;10|How many baskets of leftovers were collected after the feeding of the five thousand?|അയ്യായിരം പേരെ ഭക്ഷിപ്പിച്ചശേഷം ശേഷിച്ച കഷണങ്ങൾ എത്ര കൊട്ടകളിൽ ശേഖരിച്ചു?|Wie viele Körbe mit Resten wurden nach der Speisung der Fünftausend gesammelt?|Combien de paniers de restes ont été ramassés après le repas des cinq mille ?|Quante ceste di avanzi furono raccolte dopo il pasto dei cinquemila?|¿Cuántas cestas de sobras recogieron después de alimentar a los cinco mil?|Ilang basket ng natirang pagkain ang tinipon matapos pakainin ang limang libo?
feeding-fish|Matthew 14:17|2;3;5;7|How many fish were available with the five loaves before the feeding of the five thousand?|അയ്യായിരം പേരെ ഭക്ഷിപ്പിക്കുന്നതിനുമുമ്പ് അഞ്ചപ്പത്തോടൊപ്പം എത്ര മീനുകൾ ഉണ്ടായിരുന്നു?|Wie viele Fische waren vor der Speisung der Fünftausend neben den fünf Broten vorhanden?|Combien de poissons accompagnaient les cinq pains avant le repas des cinq mille ?|Quanti pesci c’erano insieme ai cinque pani prima del pasto dei cinquemila?|¿Cuántos peces había junto con los cinco panes antes de alimentar a los cinco mil?|Ilang isda ang kasama ng limang tinapay bago pakainin ang limang libo?
feeding-four-thousand|Matthew 15:34|7;5;3;12|How many loaves did the disciples have before Jesus fed the four thousand?|യേശു നാലായിരം പേരെ ഭക്ഷിപ്പിക്കുന്നതിനുമുമ്പ് ശിഷ്യന്മാരുടെ പക്കൽ എത്ര അപ്പങ്ങൾ ഉണ്ടായിരുന്നു?|Wie viele Brote hatten die Jünger vor der Speisung der Viertausend?|Combien de pains les disciples avaient-ils avant le repas des quatre mille ?|Quanti pani avevano i discepoli prima che Gesù sfamasse i quattromila?|¿Cuántos panes tenían los discípulos antes de que Jesús alimentara a los cuatro mil?|Ilang tinapay ang mayroon ang mga alagad bago pakainin ni Jesus ang apat na libo?
transfiguration-disciples|Matthew 17:1|3;2;7;12|How many disciples did Jesus take up the mountain at His transfiguration?|രൂപാന്തരപ്പെടുമ്പോൾ യേശു എത്ര ശിഷ്യന്മാരെ മലയിലേക്കു കൊണ്ടുപോയി?|Wie viele Jünger nahm Jesus bei seiner Verklärung mit auf den Berg?|Combien de disciples Jésus a-t-il emmenés sur la montagne lors de sa transfiguration ?|Quanti discepoli portò Gesù sul monte alla sua trasfigurazione?|¿A cuántos discípulos llevó Jesús al monte en su transfiguración?|Ilang alagad ang isinama ni Jesus sa bundok nang Siya ay nagbagong-anyo?
gethsemane-prayer|Matthew 26:36|Gethsemane;Bethlehem;Cana;Jericho|Where did Jesus go with His disciples to pray before His arrest?|അറസ്റ്റിനുമുമ്പ് പ്രാർത്ഥിക്കാൻ യേശു ശിഷ്യന്മാരോടൊപ്പം എവിടെ പോയി?|Wohin ging Jesus vor seiner Verhaftung mit seinen Jüngern zum Beten?|Où Jésus est-il allé prier avec ses disciples avant son arrestation ?|Dove andò Gesù a pregare con i discepoli prima del suo arresto?|¿Adónde fue Jesús a orar con sus discípulos antes de su arresto?|Saan nagpunta si Jesus kasama ang mga alagad upang manalangin bago Siya dakpin?
peter-denials|Luke 22:61|3;2;4;7|How many times did Jesus say Peter would deny Him before the rooster crowed?|കോഴി കൂവുന്നതിനുമുമ്പ് പത്രൊസ് എത്ര പ്രാവശ്യം തന്നെ നിഷേധിക്കുമെന്ന് യേശു പറഞ്ഞു?|Wie oft würde Petrus Jesus nach dessen Worten verleugnen, bevor der Hahn krähte?|Combien de fois Jésus avait-il dit que Pierre le renierait avant le chant du coq ?|Quante volte, secondo Gesù, Pietro lo avrebbe rinnegato prima del canto del gallo?|¿Cuántas veces dijo Jesús que Pedro lo negaría antes de que cantara el gallo?|Ilang beses sinabi ni Jesus na ikakaila Siya ni Pedro bago tumilaok ang manok?
simon-cross|Mark 15:21|Simon of Cyrene;Joseph of Arimathea;Nicodemus;Barabbas|Who was compelled to carry Jesus' cross?|യേശുവിന്റെ ക്രൂശ് ചുമക്കാൻ നിർബന്ധിക്കപ്പെട്ടത് ആര്?|Wer wurde gezwungen, Jesu Kreuz zu tragen?|Qui a été contraint de porter la croix de Jésus ?|Chi fu costretto a portare la croce di Gesù?|¿A quién obligaron a llevar la cruz de Jesús?|Sino ang pinilit na magpasan ng krus ni Jesus?
jesus-tomb-owner|Matthew 27:57-60|Joseph of Arimathea;Nicodemus;Simon of Cyrene;Pilate|Who placed Jesus' body in his own new tomb?|സ്വന്തം പുതിയ കല്ലറയിൽ യേശുവിന്റെ ശരീരം വച്ചതാര്?|Wer legte Jesu Leichnam in sein eigenes neues Grab?|Qui a déposé le corps de Jésus dans son propre tombeau neuf ?|Chi depose il corpo di Gesù nella propria tomba nuova?|¿Quién puso el cuerpo de Jesús en su propio sepulcro nuevo?|Sino ang naglagay ng katawan ni Jesus sa sarili niyang bagong libingan?
emmaus-road|Luke 24:13|Emmaus;Cana;Nazareth;Jericho|To which village were two disciples walking on the day of the resurrection?|ഉയിർപ്പിന്റെ ദിവസം രണ്ടു ശിഷ്യന്മാർ ഏതു ഗ്രാമത്തിലേക്ക് നടന്നുപോകുകയായിരുന്നു?|Zu welchem Dorf waren zwei Jünger am Tag der Auferstehung unterwegs?|Vers quel village deux disciples marchaient-ils le jour de la résurrection ?|Verso quale villaggio camminavano due discepoli nel giorno della risurrezione?|¿A qué aldea caminaban dos discípulos el día de la resurrección?|Saang nayon patungo ang dalawang alagad noong araw ng muling pagkabuhay?
pentecost-day|Acts 2:1|Pentecost;Passover;Purim;Tabernacles|Which feast day had arrived when the believers gathered in Acts 2:1?|അപ്പൊസ്തലപ്രവൃത്തികൾ 2:1-ൽ വിശ്വാസികൾ കൂടിയിരുന്നപ്പോൾ ഏതു പെരുന്നാൾ ദിവസം വന്നിരുന്നു?|Welcher Festtag war gekommen, als sich die Gläubigen in Apostelgeschichte 2,1 versammelten?|Quel jour de fête était arrivé lorsque les croyants se sont réunis en Actes 2:1 ?|Quale giorno di festa era giunto quando i credenti si riunirono in Atti 2:1?|¿Qué día de fiesta había llegado cuando los creyentes estaban reunidos en Hechos 2:1?|Anong kapistahan ang dumating nang magtipon ang mga mananampalataya sa Mga Gawa 2:1?
matthias-chosen|Acts 1:26|Matthias;Stephen;Philip;Barnabas|Who was chosen by lot to join the eleven apostles after Judas?|യൂദയ്ക്കുശേഷം പതിനൊന്നു അപ്പൊസ്തലന്മാരോടൊപ്പം ചേരാൻ ചീട്ടിട്ടു തിരഞ്ഞെടുത്തത് ആര്?|Wer wurde nach Judas durch das Los den elf Aposteln hinzugefügt?|Qui a été choisi par tirage au sort pour rejoindre les onze apôtres après Judas ?|Chi fu scelto a sorte per unirsi agli undici apostoli dopo Giuda?|¿Quién fue elegido por sorteo para unirse a los once apóstoles después de Judas?|Sino ang napili sa pamamagitan ng palabunutan upang makasama ang labing-isang apostol matapos si Judas?
stephen-prayer|Acts 7:59|Stephen;Philip;Barnabas;Matthias|Who prayed for the Lord Jesus to receive his spirit while he was being stoned?|കല്ലെറിയപ്പെടുമ്പോൾ തന്റെ ആത്മാവിനെ കൈക്കൊള്ളണമേ എന്ന് കർത്താവായ യേശുവിനോട് പ്രാർത്ഥിച്ചതാര്?|Wer bat beim Steinigen den Herrn Jesus, seinen Geist aufzunehmen?|Qui a prié le Seigneur Jésus de recevoir son esprit pendant qu’on le lapidait ?|Chi pregò il Signore Gesù di accogliere il suo spirito mentre veniva lapidato?|¿Quién pidió al Señor Jesús que recibiera su espíritu mientras lo apedreaban?|Sino ang nanalangin sa Panginoong Jesus na tanggapin ang kanyang espiritu habang binabato siya?
saul-damascus|Acts 9:3|Damascus;Jericho;Bethlehem;Nazareth|Near which city did a light from heaven suddenly shine around Saul?|ഏതു പട്ടണത്തിനരികിൽവച്ചാണ് ശൗലിന്റെ ചുറ്റും ആകാശത്തുനിന്ന് വെളിച്ചം മിന്നിയത്?|Bei welcher Stadt umstrahlte Saul plötzlich ein Licht vom Himmel?|Près de quelle ville une lumière du ciel a-t-elle soudain enveloppé Saul ?|Vicino a quale città una luce dal cielo avvolse improvvisamente Saulo?|¿Cerca de qué ciudad rodeó de repente a Saulo una luz del cielo?|Malapit sa anong lungsod biglang lumiwanag mula sa langit sa paligid ni Saulo?
lydia-purple|Acts 16:14|Lydia;Priscilla;Dorcas;Phoebe|Which woman sold purple cloth and listened to Paul?|പൗലൊസിന്റെ വാക്കുകൾ കേട്ട ധൂമ്രവസ്ത്രവ്യാപാരിയായ സ്ത്രീ ആര്?|Welche Purpurhändlerin hörte Paulus zu?|Quelle marchande de pourpre a écouté Paul ?|Quale commerciante di porpora ascoltò Paolo?|¿Qué vendedora de púrpura escuchó a Pablo?|Sinong babaeng nagtitinda ng telang kulay ube ang nakinig kay Pablo?
cornelius-centurion|Acts 10:1|Cornelius;Lazarus;Nicodemus;Zacchaeus|Which centurion lived in Caesarea in Acts 10?|അപ്പൊസ്തലപ്രവൃത്തികൾ 10-ൽ കൈസര്യയിൽ താമസിച്ച ശതാധിപൻ ആര്?|Welcher Hauptmann lebte in Apostelgeschichte 10 in Cäsarea?|Quel centurion vivait à Césarée en Actes 10 ?|Quale centurione viveva a Cesarea in Atti 10?|¿Qué centurión vivía en Cesarea en Hechos 10?|Sinong senturyon ang nakatira sa Cesarea sa Mga Gawa 10?
eutychus-window|Acts 20:9|Eutychus;Timothy;Titus;Silas|Which young man fell from a window while Paul was speaking?|പൗലൊസ് സംസാരിക്കുമ്പോൾ കിളിവാതിലിൽനിന്ന് വീണ യുവാവ് ആര്?|Welcher junge Mann fiel aus einem Fenster, während Paulus sprach?|Quel jeune homme est tombé d’une fenêtre pendant que Paul parlait ?|Quale giovane cadde da una finestra mentre Paolo parlava?|¿Qué joven cayó de una ventana mientras Pablo hablaba?|Sinong binata ang nahulog mula sa bintana habang nagsasalita si Pablo?
john-patmos|Revelation 1:9|Patmos;Crete;Cyprus;Malta|On which island was John when he received the visions of Revelation?|വെളിപ്പാടിലെ ദർശനങ്ങൾ ലഭിക്കുമ്പോൾ യോഹന്നാൻ ഏതു ദ്വീപിലായിരുന്നു?|Auf welcher Insel war Johannes, als er die Visionen der Offenbarung empfing?|Sur quelle île Jean se trouvait-il lorsqu’il a reçu les visions de l’Apocalypse ?|Su quale isola si trovava Giovanni quando ricevette le visioni dell’Apocalisse?|¿En qué isla estaba Juan cuando recibió las visiones del Apocalipsis?|Saang isla naroon si Juan nang tanggapin niya ang mga pangitain sa Apocalipsis?
revelation-churches|Revelation 1:4|7;3;10;12|To how many churches in Asia did John address Revelation?|ആസ്യയിലെ എത്ര സഭകൾക്കാണ് യോഹന്നാൻ വെളിപ്പാട് എഴുതിയത്?|An wie viele Gemeinden in Asien richtete Johannes die Offenbarung?|À combien d’Églises d’Asie Jean a-t-il adressé l’Apocalypse ?|A quante chiese dell’Asia Giovanni indirizzò l’Apocalisse?|¿A cuántas iglesias de Asia dirigió Juan el Apocalipsis?|Sa ilang iglesya sa Asia ipinatungkol ni Juan ang Apocalipsis?
